film,userid,score
《分手再说我爱你》 , 1264  ,  5.8
《探灵档案》 , 1316  ,  5.7
《浪漫天降》 , 1258  ,  6.4
《浪漫天降》 , 1102  ,  3.1
《紫霞》 , 1377  ,  7.6
《前任2：备胎反击战》 , 1429  ,  4.4
《怦然星动》 , 1280  ,  6.2
《万物生长》 , 1065  ,  7.6
《一念天堂》 , 1320  ,  4.8
《万物生长》 , 1158  ,  5.8
《浪漫天降》 , 1315  ,  9.7
《闯入者》 , 1368  ,  7.1
《将错就错》 , 1474  ,  9.7
《最美的时候遇见你》 , 1174  ,  5.3
《破风》 , 1070  , 10.0
《浪漫天降》 , 1241  ,  5.0
《闯入者》 , 1428  ,  4.8
《坏蛋必须死》 , 1118  ,  6.0
《探灵档案》 , 1292  ,  7.8
《一路惊喜》 , 1450  ,  3.1
《分手再说我爱你》 , 1161  ,  4.8
《简单爱》 , 1425  ,  6.4
《破风》 , 1098  ,  7.8
《闯入者》 , 1037  ,  7.0
《天将雄师》 , 1345  ,  4.3
《天将雄师》 , 1086  ,  5.7
《分手再说我爱你》 , 1098  ,  5.6
《怦然星动》 , 1318  ,  3.9
《失孤》 , 1433  ,  3.7
《天将雄师》 , 1047  ,  6.8
《爱情魔发师》 , 1469  ,  7.0
《破风》 , 1010  ,  6.4
《恶棍天使》 , 1045  ,  4.8
《闯入者》 , 1380  ,  7.2
《将错就错》 , 1486  ,  3.7
《将错就错》 , 1012  ,  5.0
《恶棍天使》 , 1400  ,  5.7
《最美的时候遇见你》 , 1473  ,  4.4
《简单爱》 , 1088  ,  5.8
《冲上云霄》 , 1093  ,  7.2
《最美的时候遇见你》 , 1470  ,  4.5
《最美的时候遇见你》 , 1252  ,  3.7
《坏蛋必须死》 , 1191  ,  9.7
《爱情魔发师》 , 1469  ,  4.3
《恶棍天使》 , 1378  ,  8.8
《爱情魔发师》 , 1454  ,  4.6
《坏蛋必须死》 , 1462  ,  7.5
《最美的时候遇见你》 , 1095  ,  5.3
《分手再说我爱你》 , 1141  ,  8.5
《破风》 , 1345  ,  4.5
《恶棍天使》 , 1291  ,  6.7
《前任2：备胎反击战》 , 1291  ,  9.8
《怦然星动》 , 1343  ,  6.0
《破风》 , 1088  ,  6.4
《简单爱》 , 1209  ,  5.2
《闯入者》 , 1391  ,  6.8
《闯入者》 , 1492  ,  5.6
《将错就错》 , 1093  ,  3.9
《最美的时候遇见你》 , 1466  ,  9.8
《怦然星动》 , 1462  ,  3.4
《浪漫天降》 , 1240  ,  5.6
《分手再说我爱你》 , 1363  ,  9.8
《少年班》 , 1191  ,  7.1
《闯入者》 , 1316  ,  7.7
《最美的时候遇见你》 , 1150  ,  6.9
《万物生长》 , 1150  ,  7.5
《分手再说我爱你》 , 1231  ,  4.1
《失孤》 , 1447  ,  8.4
《恶棍天使》 , 1004  ,  7.1
《分手再说我爱你》 , 1100  ,  5.3
《分手再说我爱你》 , 1209  ,  3.1
《紫霞》 , 1176  ,  4.9
《少年班》 , 1344  ,  3.7
《少年班》 , 1208  ,  6.2
《紫霞》 , 1381  ,  3.1
《恶棍天使》 , 1048  ,  6.1
《紫霞》 , 1453  ,  9.1
《天将雄师》 , 1001  ,  4.8
《爱情魔发师》 , 1276  ,  5.1
《探灵档案》 , 1276  ,  5.2
《万物生长》 , 1491  ,  6.4
《爱情魔发师》 , 1100  ,  5.3
《少年班》 , 1386  ,  6.2
《紫霞》 , 1079  ,  6.8
《破风》 , 1313  ,  5.0
《简单爱》 , 1315  ,  9.8
《浪漫天降》 , 1194  ,  3.6
《浪漫天降》 , 1093  ,  3.7
《破风》 , 1321  ,  4.4
《简单爱》 , 1470  ,  7.7
《分手再说我爱你》 , 1406  ,  5.8
《恶棍天使》 , 1343  ,  4.5
《一念天堂》 , 1388  ,  4.5
《既然青春留不住》 , 1031  ,  3.3
《恶棍天使》 , 1114  ,  4.8
《简单爱》 , 1086  ,  3.9
《天将雄师》 , 1042  ,  5.8
《一念天堂》 , 1074  ,  9.8
《浪漫天降》 , 1385  ,  7.2
《天将雄师》 , 1169  ,  7.9
《少年班》 , 1289  ,  7.0
《将错就错》 , 1444  ,  5.0
《简单爱》 , 1339  ,  3.9
《少年班》 , 1466  ,  9.3
《最美的时候遇见你》 , 1291  ,  9.5
《前任2：备胎反击战》 , 1117  ,  5.3
《万物生长》 , 1080  ,  4.8
《破风》 , 1035  ,  3.1
《一路惊喜》 , 1042  ,  7.0
《天将雄师》 , 1085  ,  9.1
《恶棍天使》 , 1305  ,  5.7
《坏蛋必须死》 , 1455  ,  7.2
《爱情魔发师》 , 1418  ,  5.1
《一念天堂》 , 1381  ,  7.4
《恶棍天使》 , 1010  ,  9.2
《探灵档案》 , 1469  ,  9.3
《一路惊喜》 , 1360  ,  4.6
《最美的时候遇见你》 , 1487  ,  6.0
《破风》 , 1296  ,  4.6
《天将雄师》 , 1469  ,  4.9
《冲上云霄》 , 1215  ,  8.4
《闯入者》 , 1218  ,  6.4
《恶棍天使》 , 1114  ,  5.6
《简单爱》 , 1389  ,  8.3
《天将雄师》 , 1267  ,  3.9
《分手再说我爱你》 , 1086  ,  7.4
《紫霞》 , 1226  ,  8.7
《闯入者》 , 1154  ,  7.4
《紫霞》 , 1340  ,  6.6
《浪漫天降》 , 1444  ,  6.7
《既然青春留不住》 , 1447  ,  5.6
《万物生长》 , 1215  ,  3.8
《天将雄师》 , 1001  ,  8.5
《少年班》 , 1241  ,  5.8
《一念天堂》 , 1241  ,  4.6
《探灵档案》 , 1474  ,  3.7
《一路惊喜》 , 1344  ,  3.0
《将错就错》 , 1374  ,  4.9
《万物生长》 , 1215  ,  3.7
《恶棍天使》 , 1386  ,  8.1
《简单爱》 , 1015  ,  8.9
《前任2：备胎反击战》 , 1026  ,  9.9
《探灵档案》 , 1363  ,  9.5
《前任2：备胎反击战》 , 1100  ,  7.0
《闯入者》 , 1291  ,  8.8
《既然青春留不住》 , 1267  ,  3.1
《一路惊喜》 , 1104  ,  4.2
《恶棍天使》 , 1264  ,  5.4
《万物生长》 , 1499  ,  4.4
《怦然星动》 , 1378  ,  5.6
《分手再说我爱你》 , 1400  ,  6.3
《紫霞》 , 1012  ,  6.6
《爱情魔发师》 , 1270  ,  8.2
《最美的时候遇见你》 , 1233  ,  6.8
《恶棍天使》 , 1444  ,  5.9
《冲上云霄》 , 1469  ,  5.3
《分手再说我爱你》 , 1340  ,  9.7
《爱情魔发师》 , 1100  ,  6.2
《坏蛋必须死》 , 1450  ,  8.7
《前任2：备胎反击战》 , 1374  ,  5.2
《怦然星动》 , 1403  ,  5.7
《一路惊喜》 , 1395  ,  7.1
《将错就错》 , 1406  ,  7.5
《恶棍天使》 , 1201  ,  8.4
《怦然星动》 , 1111  ,  3.1
《紫霞》 , 1154  ,  4.6
《失孤》 , 1447  ,  4.2
《闯入者》 , 1385  ,  4.4
《恶棍天使》 , 1468  ,  3.4
《冲上云霄》 , 1321  ,  8.7
《坏蛋必须死》 , 1177  ,  4.3
《浪漫天降》 , 1141  ,  3.1
《天将雄师》 , 1268  ,  3.9
《万物生长》 , 1492  ,  9.7
《紫霞》 , 1394  ,  6.1
《最美的时候遇见你》 , 1150  ,  7.1
《闯入者》 , 1320  ,  9.1
《将错就错》 , 1176  , 10.0
《既然青春留不住》 , 1411  ,  6.6
《失孤》 , 1476  ,  4.3
《紫霞》 , 1276  ,  9.1
《前任2：备胎反击战》 , 1276  ,  9.7
《既然青春留不住》 , 1313  ,  4.8
《闯入者》 , 1215  ,  4.8
《将错就错》 , 1259  ,  9.2
《破风》 , 1381  ,  3.1
《怦然星动》 , 1125  ,  5.8
《分手再说我爱你》 , 1050  ,  6.9
《最美的时候遇见你》 , 1178  ,  7.6
《冲上云霄》 , 1292  ,  3.9
《爱情魔发师》 , 1122  ,  5.3
《探灵档案》 , 1267  ,  5.0
《分手再说我爱你》 , 1042  ,  8.6
《前任2：备胎反击战》 , 1499  ,  7.6
《一念天堂》 , 1150  ,  3.7
《万物生长》 , 1159  ,  4.3
《怦然星动》 , 1123  ,  7.2
《简单爱》 , 1264  ,  8.2
《最美的时候遇见你》 , 1357  ,  7.5
《爱情魔发师》 , 1429  ,  6.7
《破风》 , 1343  ,  9.3
《失孤》 , 1315  ,  8.2
《一路惊喜》 , 1004  ,  4.5
《恶棍天使》 , 1276  ,  9.7
《既然青春留不住》 , 1357  ,  5.3
《坏蛋必须死》 , 1454  ,  3.9
《万物生长》 , 1322  ,  5.6
《前任2：备胎反击战》 , 1216  ,  3.6
《探灵档案》 , 1315  ,  4.5
《探灵档案》 , 1492  ,  4.8
《探灵档案》 , 1433  ,  4.9
《前任2：备胎反击战》 , 1021  ,  4.3
《天将雄师》 , 1071  ,  3.4
《爱情魔发师》 , 1067  ,  9.7
《冲上云霄》 , 1339  ,  9.7
《一念天堂》 , 1289  ,  8.6
《万物生长》 , 1100  ,  3.8
《浪漫天降》 , 1263  ,  7.3
《失孤》 , 1267  ,  7.0
《紫霞》 , 1178  ,  8.8
《万物生长》 , 1236  ,  4.8
《破风》 , 1124  ,  7.3
《前任2：备胎反击战》 , 1001  ,  6.9
《前任2：备胎反击战》 , 1368  ,  6.8
《坏蛋必须死》 , 1141  ,  5.1
《将错就错》 , 1088  ,  7.5
《一路惊喜》 , 1476  ,  3.2
《紫霞》 , 1129  ,  4.4
《既然青春留不住》 , 1114  ,  3.2
《将错就错》 , 1180  ,  5.0
《简单爱》 , 1194  ,  3.4
《坏蛋必须死》 , 1124  ,  9.1
《失孤》 , 1025  ,  6.1
《浪漫天降》 , 1001  ,  6.8
《失孤》 , 1455  ,  4.5
《冲上云霄》 , 1367  ,  8.1
《将错就错》 , 1088  ,  7.3
《爱情魔发师》 , 1194  ,  4.6
《一念天堂》 , 1385  ,  7.0
《紫霞》 , 1492  ,  4.3
《怦然星动》 , 1270  ,  7.5
《恶棍天使》 , 1119  ,  5.3
《坏蛋必须死》 , 1167  ,  5.7
《前任2：备胎反击战》 , 1014  ,  4.3
《恶棍天使》 , 1104  ,  9.0
《少年班》 , 1129  ,  5.2
《一路惊喜》 , 1283  ,  7.2
《一路惊喜》 , 1086  ,  5.7
《冲上云霄》 , 1322  ,  8.9
《浪漫天降》 , 1316  ,  5.7
《一念天堂》 , 1196  ,  6.8
《分手再说我爱你》 , 1001  ,  7.2
《一路惊喜》 , 1378  ,  3.6
《破风》 , 1320  ,  3.9
《前任2：备胎反击战》 , 1067  ,  8.7
《简单爱》 , 1188  ,  3.8
《前任2：备胎反击战》 , 1200  ,  5.7
《破风》 , 1280  ,  3.8
《最美的时候遇见你》 , 1433  ,  8.7
《探灵档案》 , 1161  ,  9.7
《紫霞》 , 1067  ,  7.2
《闯入者》 , 1263  ,  3.5
《爱情魔发师》 , 1167  ,  8.2
《天将雄师》 , 1111  ,  4.9
《天将雄师》 , 1252  ,  6.1
《简单爱》 , 1402  ,  9.2
《一路惊喜》 , 1270  ,  8.7
《天将雄师》 , 1236  ,  4.8
《探灵档案》 , 1013  ,  6.3
《前任2：备胎反击战》 , 1389  ,  4.5
《最美的时候遇见你》 , 1360  ,  8.3
《坏蛋必须死》 , 1216  ,  8.3
《天将雄师》 , 1150  ,  9.5
《少年班》 , 1161  ,  6.8
《简单爱》 , 1470  ,  8.6
《前任2：备胎反击战》 , 1394  ,  4.3
《紫霞》 , 1378  ,  4.4
《紫霞》 , 1202  ,  3.2
《分手再说我爱你》 , 1100  ,  6.4
《探灵档案》 , 1318  ,  6.9
《探灵档案》 , 1344  ,  7.2
《一路惊喜》 , 1492  ,  6.4
《怦然星动》 , 1095  ,  4.9
《闯入者》 , 1169  ,  8.4
《冲上云霄》 , 1360  ,  4.8
《恶棍天使》 , 1128  ,  5.1
《失孤》 , 1085  ,  7.0
《最美的时候遇见你》 , 1311  ,  3.3
《怦然星动》 , 1264  ,  9.5
《前任2：备胎反击战》 , 1098  ,  3.2
《万物生长》 , 1206  ,  6.2
《少年班》 , 1357  ,  9.0
《浪漫天降》 , 1462  ,  6.2
《前任2：备胎反击战》 , 1184  ,  9.4
《探灵档案》 , 1241  ,  6.2
《恶棍天使》 , 1474  ,  6.0
《怦然星动》 , 1123  ,  6.2
《爱情魔发师》 , 1374  ,  7.3
《怦然星动》 , 1276  ,  5.3
《万物生长》 , 1152  ,  3.6
《最美的时候遇见你》 , 1246  ,  9.8
《既然青春留不住》 , 1377  ,  6.4
《怦然星动》 , 1213  , 10.0
《探灵档案》 , 1202  ,  7.7
《闯入者》 , 1213  ,  7.4
《失孤》 , 1363  ,  3.9
《坏蛋必须死》 , 1462  ,  9.1
《少年班》 , 1035  ,  6.9
《坏蛋必须死》 , 1116  ,  3.1
《简单爱》 , 1456  ,  7.2
《破风》 , 1114  ,  6.8
《爱情魔发师》 , 1389  ,  4.4
《浪漫天降》 , 1158  ,  6.9
《探灵档案》 , 1402  ,  3.4
《一路惊喜》 , 1357  ,  8.3
《天将雄师》 , 1466  ,  7.4
《破风》 , 1302  ,  7.2
《失孤》 , 1012  ,  3.4
《闯入者》 , 1280  ,  8.7
《天将雄师》 , 1423  ,  9.0
《恶棍天使》 , 1456  ,  6.0
《怦然星动》 , 1208  ,  4.9
《少年班》 , 1276  ,  7.6
《万物生长》 , 1169  ,  5.4
《将错就错》 , 1368  ,  7.8
《前任2：备胎反击战》 , 1205  ,  5.7
《一路惊喜》 , 1174  ,  4.2
《恶棍天使》 , 1118  ,  5.6
《浪漫天降》 , 1482  ,  5.0
《闯入者》 , 1141  ,  4.2
《既然青春留不住》 , 1218  ,  8.2
《闯入者》 , 1231  ,  5.7
《简单爱》 , 1218  ,  6.0
《前任2：备胎反击战》 , 1447  ,  5.7
《一路惊喜》 , 1198  ,  5.2
《少年班》 , 1447  ,  6.4
《坏蛋必须死》 , 1468  ,  7.2
《紫霞》 , 1317  ,  7.2
《坏蛋必须死》 , 1190  ,  5.6
《怦然星动》 , 1313  ,  3.9
《紫霞》 , 1450  ,  7.2
《紫霞》 , 1363  ,  5.0
《分手再说我爱你》 , 1236  ,  3.9
《冲上云霄》 , 1141  ,  4.4
《分手再说我爱你》 , 1071  ,  9.5
《一路惊喜》 , 1162  ,  7.9
《浪漫天降》 , 1468  ,  4.9
《天将雄师》 , 1357  ,  4.4
《一念天堂》 , 1345  ,  7.7
《分手再说我爱你》 , 1198  ,  5.7
《分手再说我爱你》 , 1001  ,  5.4
《天将雄师》 , 1014  ,  5.2
《万物生长》 , 1169  ,  6.0
《闯入者》 , 1059  ,  4.8
《怦然星动》 , 1317  ,  6.2
《前任2：备胎反击战》 , 1267  ,  5.8
《将错就错》 , 1252  ,  3.8
《闯入者》 , 1129  ,  6.4
《最美的时候遇见你》 , 1324  ,  9.1
《破风》 , 1334  ,  8.2
《怦然星动》 , 1380  ,  9.7
《冲上云霄》 , 1191  ,  9.0
《分手再说我爱你》 , 1074  ,  7.2
《将错就错》 , 1071  ,  5.0
《爱情魔发师》 , 1141  ,  9.5
《分手再说我爱你》 , 1258  ,  9.7
《一路惊喜》 , 1470  ,  7.2
《既然青春留不住》 , 1085  ,  4.3
《探灵档案》 , 1292  ,  6.8
《万物生长》 , 1152  ,  9.2
《既然青春留不住》 , 1302  ,  4.4
《紫霞》 , 1486  ,  5.0
《将错就错》 , 1258  ,  4.5
《失孤》 , 1130  ,  4.8
《最美的时候遇见你》 , 1010  ,  7.5
《分手再说我爱你》 , 1065  ,  6.4
《分手再说我爱你》 , 1280  ,  9.4
《前任2：备胎反击战》 , 1391  ,  8.6
《将错就错》 , 1367  ,  7.1
《爱情魔发师》 , 1400  ,  3.1
《失孤》 , 1174  ,  7.2
《破风》 , 1317  ,  8.5
《一念天堂》 , 1246  ,  6.0
《最美的时候遇见你》 , 1231  ,  6.6
《探灵档案》 , 1385  ,  9.2
《最美的时候遇见你》 , 1004  ,  5.3
《万物生长》 , 1025  ,  9.3
《紫霞》 , 1070  ,  6.4
《将错就错》 , 1283  ,  4.9
《闯入者》 , 1240  ,  3.3
《天将雄师》 , 1400  ,  3.7
《简单爱》 , 1347  ,  6.9
《紫霞》 , 1305  ,  8.4
《既然青春留不住》 , 1487  ,  6.8
《紫霞》 , 1169  ,  7.2
《闯入者》 , 1487  ,  7.6
《分手再说我爱你》 , 1161  ,  4.5
《最美的时候遇见你》 , 1499  ,  8.3
《怦然星动》 , 1021  ,  9.4
《天将雄师》 , 1124  ,  6.2
《失孤》 , 1381  ,  6.8
《闯入者》 , 1048  ,  7.6
《探灵档案》 , 1456  ,  3.3
《既然青春留不住》 , 1250  ,  3.1
《怦然星动》 , 1095  ,  7.0
《紫霞》 , 1184  ,  4.9
《恶棍天使》 , 1456  ,  6.3
《既然青春留不住》 , 1172  ,  8.1
《闯入者》 , 1004  ,  4.2
《爱情魔发师》 , 1400  ,  8.5
《坏蛋必须死》 , 1385  ,  7.0
《坏蛋必须死》 , 1311  ,  9.5
《恶棍天使》 , 1476  ,  9.5
《简单爱》 , 1014  ,  6.2
《恶棍天使》 , 1311  ,  5.3
《天将雄师》 , 1010  ,  4.2
《探灵档案》 , 1190  ,  6.8
《冲上云霄》 , 1302  ,  8.3
《破风》 , 1296  ,  8.2
《坏蛋必须死》 , 1226  ,  9.0
《一念天堂》 , 1231  ,  3.1
《一路惊喜》 , 1028  ,  4.2
《将错就错》 , 1213  ,  5.9
《天将雄师》 , 1274  ,  3.8
《闯入者》 , 1450  ,  6.2
《天将雄师》 , 1013  ,  3.1
《闯入者》 , 1444  ,  6.6
《闯入者》 , 1070  ,  7.5
《破风》 , 1488  ,  3.2
《破风》 , 1004  ,  7.3
《最美的时候遇见你》 , 1381  ,  3.5
《破风》 , 1454  ,  8.5
《坏蛋必须死》 , 1110  ,  5.7
《简单爱》 , 1184  ,  6.2
《探灵档案》 , 1154  ,  8.2
《爱情魔发师》 , 1116  ,  9.7
《天将雄师》 , 1177  ,  9.2
《天将雄师》 , 1476  ,  8.2
《闯入者》 , 1098  ,  8.2
《恶棍天使》 , 1343  ,  6.7
《恶棍天使》 , 1267  ,  6.4
《浪漫天降》 , 1320  ,  4.8
《万物生长》 , 1347  ,  6.2
《一路惊喜》 , 1263  ,  9.5
《简单爱》 , 1080  ,  4.7
《简单爱》 , 1085  ,  8.4
《一念天堂》 , 1194  ,  8.4
《天将雄师》 , 1123  ,  3.1
《天将雄师》 , 1188  ,  9.7
《分手再说我爱你》 , 1013  ,  5.7
《天将雄师》 , 1267  ,  6.8
《将错就错》 , 1378  ,  8.3
《破风》 , 1195  ,  5.7
《少年班》 , 1429  ,  8.8
《浪漫天降》 , 1318  ,  6.0
《将错就错》 , 1263  ,  3.7
《天将雄师》 , 1482  ,  9.1
《闯入者》 , 1406  ,  4.4
《闯入者》 , 1374  ,  3.1
《分手再说我爱你》 , 1411  ,  4.6
《失孤》 , 1098  ,  7.3
《浪漫天降》 , 1015  ,  9.0
《一路惊喜》 , 1201  ,  3.9
《既然青春留不住》 , 1447  ,  7.4
《冲上云霄》 , 1476  ,  7.1
《浪漫天降》 , 1048  ,  9.5
《恶棍天使》 , 1188  ,  9.7
《失孤》 , 1450  ,  3.1
《探灵档案》 , 1482  ,  3.1
《前任2：备胎反击战》 , 1258  ,  6.4
《最美的时候遇见你》 , 1389  ,  4.3
《恶棍天使》 , 1080  ,  5.1
《分手再说我爱你》 , 1263  ,  8.8
《坏蛋必须死》 , 1428  ,  3.7
《冲上云霄》 , 1270  ,  7.1
《坏蛋必须死》 , 1386  ,  3.7
《爱情魔发师》 , 1196  ,  9.7
《怦然星动》 , 1455  ,  3.9
《爱情魔发师》 , 1050  ,  8.2
《冲上云霄》 , 1085  ,  3.3
《天将雄师》 , 1141  ,  6.8
《恶棍天使》 , 1423  ,  7.8
《恶棍天使》 , 1240  ,  9.1
《恶棍天使》 , 1050  ,  6.4
《紫霞》 , 1031  ,  5.2
《恶棍天使》 , 1103  ,  7.9
《探灵档案》 , 1050  ,  7.0
《失孤》 , 1450  ,  3.5
《既然青春留不住》 , 1252  ,  3.1
《天将雄师》 , 1389  ,  3.7
《破风》 , 1194  ,  3.1
《冲上云霄》 , 1280  ,  6.4
《万物生长》 , 1316  ,  7.3
《简单爱》 , 1374  ,  6.1
《冲上云霄》 , 1318  ,  5.6
《简单爱》 , 1188  ,  4.5
《将错就错》 , 1311  ,  3.3
《既然青春留不住》 , 1122  ,  5.7
《冲上云霄》 , 1117  ,  6.0
《少年班》 , 1317  ,  4.9
《最美的时候遇见你》 , 1389  ,  6.2
《一念天堂》 , 1067  ,  3.5
《探灵档案》 , 1263  ,  7.4
《破风》 , 1072  ,  6.9
《爱情魔发师》 , 1159  ,  9.2
《一念天堂》 , 1293  ,  8.8
《恶棍天使》 , 1190  ,  7.3
《探灵档案》 , 1004  ,  7.1
《天将雄师》 , 1174  ,  7.4
《冲上云霄》 , 1113  ,  6.9
《前任2：备胎反击战》 , 1071  ,  6.9
《一念天堂》 , 1313  ,  8.4
《一路惊喜》 , 1176  ,  9.1
《前任2：备胎反击战》 , 1026  ,  7.9
《天将雄师》 , 1047  ,  5.7
《简单爱》 , 1037  ,  9.9
《冲上云霄》 , 1359  ,  3.9
《浪漫天降》 , 1111  ,  5.7
《一念天堂》 , 1296  ,  3.9
《最美的时候遇见你》 , 1292  ,  5.7
《爱情魔发师》 , 1004  ,  3.9
《怦然星动》 , 1386  ,  3.0
《破风》 , 1374  ,  9.7
《将错就错》 , 1067  ,  7.5
《少年班》 , 1357  ,  4.2
《前任2：备胎反击战》 , 1455  ,  4.3
《浪漫天降》 , 1267  ,  9.5
《最美的时候遇见你》 , 1057  ,  5.7
《既然青春留不住》 , 1042  ,  8.6
《失孤》 , 1059  ,  5.7
《最美的时候遇见你》 , 1028  ,  9.3
《天将雄师》 , 1075  ,  8.1
《探灵档案》 , 1004  ,  3.4
《万物生长》 , 1114  ,  4.9
《一路惊喜》 , 1104  ,  5.3
《简单爱》 , 1340  ,  5.7
《冲上云霄》 , 1235  ,  9.5
《怦然星动》 , 1407  ,  9.0
《失孤》 , 1010  ,  5.7
《冲上云霄》 , 1367  ,  6.2
《前任2：备胎反击战》 , 1218  ,  3.8
《紫霞》 , 1378  ,  3.3
《探灵档案》 , 1028  ,  7.2
《一念天堂》 , 1074  ,  7.5
《闯入者》 , 1086  ,  5.4
《冲上云霄》 , 1296  ,  4.6
《分手再说我爱你》 , 1343  ,  3.9
《坏蛋必须死》 , 1118  ,  9.3
《浪漫天降》 , 1080  ,  9.7
《万物生长》 , 1022  ,  4.1
《浪漫天降》 , 1403  ,  6.6
《失孤》 , 1180  ,  7.6
《失孤》 , 1455  ,  5.9
《最美的时候遇见你》 , 1381  ,  3.2
《浪漫天降》 , 1070  ,  9.1
《浪漫天降》 , 1042  ,  6.1
《破风》 , 1172  ,  8.7
《一路惊喜》 , 1079  ,  5.8
《恶棍天使》 , 1455  ,  8.4
《紫霞》 , 1012  ,  5.6
《恶棍天使》 , 1214  ,  4.8
《恶棍天使》 , 1047  ,  6.2
《一路惊喜》 , 1276  ,  5.3
《探灵档案》 , 1208  ,  6.8
《一路惊喜》 , 1334  ,  9.0
《破风》 , 1474  ,  6.6
《一路惊喜》 , 1444  ,  9.8
《浪漫天降》 , 1406  ,  4.8
《怦然星动》 , 1202  ,  9.5
《浪漫天降》 , 1378  ,  9.1
《浪漫天降》 , 1368  ,  4.9
《破风》 , 1070  ,  4.3
《爱情魔发师》 , 1007  ,  3.5
《冲上云霄》 , 1339  ,  7.8
《既然青春留不住》 , 1031  ,  6.4
《一念天堂》 , 1200  ,  3.8
《最美的时候遇见你》 , 1473  ,  4.9
《一念天堂》 , 1216  ,  6.0
《爱情魔发师》 , 1035  ,  6.8
《紫霞》 , 1167  ,  4.4
《怦然星动》 , 1305  ,  5.9
《闯入者》 , 1067  ,  9.1
《闯入者》 , 1190  ,  6.2
《爱情魔发师》 , 1425  ,  3.6
《一念天堂》 , 1162  ,  8.8
《恶棍天使》 , 1270  ,  9.0
《分手再说我爱你》 , 1142  ,  3.7
《紫霞》 , 1093  ,  5.3
《少年班》 , 1293  ,  4.8
《闯入者》 , 1407  ,  6.5
《一念天堂》 , 1223  ,  5.0
《紫霞》 , 1391  ,  6.6
《最美的时候遇见你》 , 1048  ,  7.0
《闯入者》 , 1125  ,  7.8
《少年班》 , 1231  ,  4.4
《冲上云霄》 , 1406  ,  6.4
《简单爱》 , 1293  ,  3.7
《闯入者》 , 1316  ,  5.0
《浪漫天降》 , 1345  ,  7.5
《简单爱》 , 1021  ,  3.8
《分手再说我爱你》 , 1001  ,  5.0
《闯入者》 , 1468  ,  3.1
《天将雄师》 , 1004  ,  9.5
《将错就错》 , 1368  ,  5.7
《浪漫天降》 , 1267  ,  7.3
《万物生长》 , 1289  ,  4.2
《闯入者》 , 1444  ,  5.1
《一念天堂》 , 1001  ,  5.8
《天将雄师》 , 1289  ,  3.1
《最美的时候遇见你》 , 1378  ,  9.5
《爱情魔发师》 , 1400  ,  9.4
《前任2：备胎反击战》 , 1012  ,  8.2
《失孤》 , 1208  ,  5.7
《前任2：备胎反击战》 , 1085  ,  4.1
《爱情魔发师》 , 1406  ,  3.8
《简单爱》 , 1283  ,  3.1
《探灵档案》 , 1476  ,  9.2
《怦然星动》 , 1418  ,  5.7
《闯入者》 , 1028  ,  4.4
《怦然星动》 , 1195  ,  3.3
《爱情魔发师》 , 1088  ,  8.5
《紫霞》 , 1007  ,  7.2
《万物生长》 , 1026  ,  9.1
《分手再说我爱你》 , 1231  ,  9.8
《怦然星动》 , 1395  ,  8.4
《少年班》 , 1225  ,  8.0
《既然青春留不住》 , 1152  ,  5.4
《冲上云霄》 , 1191  ,  5.0
《失孤》 , 1453  ,  4.4
《紫霞》 , 1208  ,  3.9
《坏蛋必须死》 , 1010  ,  8.9
《前任2：备胎反击战》 , 1174  ,  4.4
《分手再说我爱你》 , 1240  ,  4.2
《一路惊喜》 , 1025  ,  8.6
《一念天堂》 , 1423  ,  8.7
《紫霞》 , 1313  ,  4.1
《爱情魔发师》 , 1407  ,  3.9
《少年班》 , 1067  ,  7.7
《紫霞》 , 1004  ,  6.2
《浪漫天降》 , 1154  ,  7.1
《探灵档案》 , 1117  ,  3.7
《冲上云霄》 , 1102  ,  5.7
《浪漫天降》 , 1080  ,  5.3
《分手再说我爱你》 , 1048  ,  9.8
《闯入者》 , 1400  ,  7.6
《少年班》 , 1184  ,  4.4
《闯入者》 , 1152  ,  3.8
《破风》 , 1343  ,  6.9
《既然青春留不住》 , 1317  ,  4.6
《怦然星动》 , 1169  ,  5.0
《简单爱》 , 1316  ,  3.5
《将错就错》 , 1158  ,  7.2
《将错就错》 , 1110  ,  4.5
《前任2：备胎反击战》 , 1455  ,  7.9
《破风》 , 1028  ,  9.7
《将错就错》 , 1302  ,  7.8
《探灵档案》 , 1487  ,  8.7
《一路惊喜》 , 1042  ,  4.8
《既然青春留不住》 , 1263  ,  3.7
《既然青春留不住》 , 1411  ,  5.3
《既然青春留不住》 , 1360  ,  8.2
《恶棍天使》 , 1345  ,  9.7
《破风》 , 1010  ,  6.8
《既然青春留不住》 , 1418  ,  8.1
《少年班》 , 1241  ,  8.3
《浪漫天降》 , 1102  ,  5.7
《既然青春留不住》 , 1470  ,  7.9
《一念天堂》 , 1345  ,  5.3
《万物生长》 , 1139  ,  8.3
《闯入者》 , 1302  ,  6.8
《探灵档案》 , 1418  ,  4.3
《最美的时候遇见你》 , 1123  ,  7.8
《最美的时候遇见你》 , 1402  ,  6.2
《一念天堂》 , 1162  ,  7.7
《既然青春留不住》 , 1347  ,  4.5
《一路惊喜》 , 1280  ,  5.9
《分手再说我爱你》 , 1235  ,  8.3
《少年班》 , 1403  ,  3.7
《将错就错》 , 1386  ,  9.7
《一念天堂》 , 1447  ,  8.4
《分手再说我爱你》 , 1259  ,  3.1
